100
216
7
49
0,0,14,1,37
0,0,11,1,75
0,0,4,1,3
1,0,14,1,42
1,0,11,1,73
2,0,10,1,44
2,0,14,1,99
2,0,1,1,55
3,0,10,1,67
4,0,9,1,83
4,0,12,1,56
5,0,3,1,53
6,0,9,1,89
6,0,4,1,34
6,0,13,1,38
7,0,8,1,36
7,0,10,1,49
7,0,11,1,48
8,0,14,1,83
8,0,2,1,36
9,0,15,1,62
9,0,8,1,37
10,0,8,1,22
10,0,12,1,92
11,0,2,1,63
11,0,12,1,77
12,0,3,1,56
12,0,8,1,47
12,0,1,1,15
13,0,2,1,88
14,0,15,1,90
14,0,14,1,37
14,0,11,1,19
15,0,15,1,74
16,0,13,1,98
16,0,7,1,77
16,0,6,1,33
17,0,10,1,33
17,0,3,1,93
18,0,3,1,57
18,0,8,1,99
19,0,8,1,22
19,0,8,1,81
20,0,12,1,98
20,0,11,1,50
20,0,1,1,43
21,0,15,1,41
21,0,2,1,66
21,0,11,1,57
22,0,14,1,57
22,0,8,1,54
22,0,4,1,92
23,0,3,1,98
23,0,13,1,83
23,0,9,1,74
24,0,3,1,87
24,0,13,1,36
24,0,7,1,40
25,0,6,1,34
25,0,5,1,91
25,0,4,1,88
26,0,1,1,33
26,0,9,1,47
26,0,7,1,99
27,0,9,1,79
27,0,6,1,45
28,0,15,1,72
28,0,13,1,98
29,0,9,1,58
29,0,4,1,30
29,0,4,1,45
30,0,15,1,66
31,0,1,1,78
31,0,2,1,85
32,0,11,1,85
32,0,11,1,71
32,0,15,1,34
33,0,10,1,66
33,0,13,1,81
33,0,8,1,92
34,0,13,1,82
34,0,2,1,70
35,0,14,1,84
36,0,3,1,78
36,0,5,1,88
36,0,4,1,57
37,0,13,1,73
37,0,2,1,68
37,0,10,1,98
38,0,3,1,53
38,0,11,1,68
38,0,5,1,83
39,0,9,1,95
39,0,8,1,62
39,0,11,1,87
40,0,10,1,41
41,0,4,1,50
41,0,13,1,87
42,0,14,1,43
42,0,10,1,72
42,0,6,1,75
43,0,3,1,56
43,0,10,1,82
43,0,12,1,77
44,0,2,1,78
44,0,14,1,71
45,0,3,1,86
45,0,13,1,46
45,0,6,1,74
46,0,5,1,76
47,0,14,1,48
47,0,15,1,70
47,0,11,1,68
48,0,9,1,98
48,0,12,1,52
49,0,4,1,83
49,0,1,1,87
50,0,11,1,99
50,0,7,1,97
50,0,5,1,63
51,0,13,1,70
51,0,5,1,54
51,0,13,1,91
52,0,12,1,72
53,0,12,1,66
54,0,10,1,88
54,0,5,1,57
55,0,1,1,61
56,0,1,1,93
56,0,3,1,67
57,0,10,1,65
57,0,14,1,64
58,0,6,1,98
58,0,15,1,79
58,0,10,1,89
59,0,14,1,95
60,0,2,1,80
61,0,15,1,85
61,0,5,1,90
62,0,14,1,79
62,0,13,1,78
62,0,5,1,70
63,0,2,1,67
63,0,2,1,71
63,0,13,1,91
64,0,7,1,68
64,0,6,1,71
64,0,11,1,77
65,0,12,1,96
65,0,9,1,70
65,0,12,1,67
66,0,10,1,79
67,0,4,1,91
68,0,4,1,88
69,0,6,1,95
70,0,14,1,87
70,0,14,1,73
71,0,7,1,93
71,0,4,1,96
71,0,4,1,98
72,0,6,1,74
72,0,4,1,83
73,0,10,1,88
73,0,14,1,94
73,0,13,1,91
74,0,9,1,92
74,0,7,1,99
75,0,11,1,98
75,0,14,1,96
75,0,11,1,92
76,0,10,1,94
77,0,14,1,80
77,0,5,1,90
77,0,9,1,95
78,0,6,1,86
79,0,2,1,88
79,0,12,1,98
80,0,6,1,93
80,0,4,1,88
81,0,4,1,97
82,0,4,1,90
82,0,9,1,85
82,0,6,1,96
83,0,1,1,96
83,0,4,1,99
84,0,10,1,86
84,0,14,1,98
85,0,10,1,99
85,0,5,1,95
86,0,1,1,95
87,0,3,1,94
87,0,10,1,97
87,0,11,1,98
88,0,9,1,94
89,0,9,1,99
89,0,5,1,92
90,0,5,1,96
90,0,5,1,97
90,0,5,1,94
91,0,9,1,92
91,0,10,1,97
91,0,13,1,96
92,0,6,1,95
92,0,15,1,93
92,0,15,1,98
93,0,15,1,95
93,0,2,1,98
93,0,11,1,94
94,0,14,1,97
95,0,7,1,96
95,0,15,1,97
96,0,11,1,98
96,0,8,1,99
97,0,5,1,99
97,0,7,1,98
98,0,15,1,99
