1000
1987
755
979
0,0,6,1,313
0,0,10,1,598
1,0,12,1,161
2,0,2,1,251
2,0,5,1,553
3,0,7,1,189
3,0,7,1,30
3,0,13,1,993
4,0,14,1,298
4,0,5,1,965
5,0,10,1,733
6,0,15,1,690
6,0,1,1,49
6,0,13,1,101
7,0,15,1,172
7,0,6,1,198
7,0,11,1,867
8,0,1,1,931
8,0,5,1,612
9,0,10,1,409
9,0,7,1,988
9,0,11,1,917
10,0,9,1,880
10,0,1,1,876
10,0,4,1,791
11,0,4,1,230
11,0,6,1,927
12,0,2,1,239
12,0,4,1,648
12,0,14,1,701
13,0,3,1,412
14,0,5,1,286
14,0,12,1,877
14,0,1,1,594
15,0,6,1,59
15,0,11,1,298
16,0,7,1,456
16,0,10,1,996
17,0,1,1,79
17,0,4,1,916
18,0,9,1,170
18,0,6,1,97
19,0,15,1,887
19,0,5,1,250
19,0,7,1,324
20,0,8,1,942
20,0,9,1,226
20,0,9,1,418
21,0,10,1,245
22,0,2,1,144
23,0,4,1,794
24,0,8,1,319
25,0,11,1,177
25,0,1,1,273
25,0,7,1,852
26,0,8,1,895
27,0,8,1,726
28,0,9,1,543
28,0,13,1,982
29,0,8,1,904
30,0,13,1,823
30,0,2,1,489
30,0,1,1,333
31,0,15,1,398
32,0,15,1,718
33,0,2,1,161
33,0,7,1,862
33,0,4,1,595
34,0,10,1,286
34,0,15,1,964
35,0,9,1,573
36,0,2,1,214
36,0,12,1,46
37,0,1,1,655
38,0,9,1,948
39,0,12,1,923
39,0,7,1,400
39,0,9,1,770
40,0,2,1,724
41,0,10,1,224
41,0,4,1,112
42,0,4,1,92
43,0,2,1,254
43,0,5,1,574
43,0,1,1,81
44,0,12,1,589
44,0,4,1,502
45,0,4,1,258
46,0,14,1,699
46,0,5,1,653
47,0,8,1,898
47,0,2,1,216
47,0,6,1,290
48,0,6,1,861
49,0,12,1,133
49,0,13,1,477
49,0,1,1,809
50,0,3,1,940
50,0,14,1,132
50,0,5,1,980
51,0,6,1,648
51,0,3,1,426
52,0,2,1,930
53,0,11,1,670
53,0,1,1,571
53,0,1,1,430
54,0,7,1,705
54,0,5,1,612
55,0,9,1,187
55,0,6,1,155
56,0,8,1,358
56,0,1,1,651
57,0,10,1,155
57,0,2,1,979
57,0,10,1,201
58,0,8,1,994
58,0,4,1,605
59,0,6,1,661
60,0,12,1,470
60,0,11,1,442
60,0,3,1,374
61,0,2,1,713
61,0,3,1,484
62,0,8,1,725
62,0,7,1,472
63,0,10,1,441
63,0,7,1,422
64,0,12,1,284
65,0,5,1,784
66,0,15,1,247
67,0,15,1,861
67,0,10,1,914
67,0,13,1,331
68,0,15,1,870
68,0,1,1,680
68,0,10,1,642
69,0,2,1,637
69,0,13,1,186
69,0,8,1,96
70,0,5,1,828
70,0,8,1,495
71,0,14,1,404
71,0,7,1,735
72,0,9,1,480
72,0,10,1,839
73,0,15,1,274
73,0,12,1,330
74,0,5,1,234
74,0,1,1,373
75,0,6,1,595
75,0,11,1,391
76,0,1,1,316
77,0,11,1,174
78,0,8,1,464
78,0,2,1,315
79,0,10,1,321
79,0,8,1,497
80,0,11,1,414
80,0,3,1,122
80,0,3,1,369
81,0,4,1,160
81,0,14,1,142
82,0,4,1,242
82,0,5,1,643
83,0,4,1,259
83,0,11,1,772
83,0,1,1,684
84,0,10,1,87
85,0,14,1,618
85,0,2,1,658
85,0,7,1,481
86,0,8,1,632
87,0,10,1,856
88,0,6,1,609
88,0,3,1,396
88,0,10,1,701
89,0,1,1,696
89,0,7,1,446
90,0,14,1,365
90,0,2,1,138
91,0,7,1,852
91,0,9,1,673
92,0,7,1,610
92,0,9,1,894
92,0,10,1,581
93,0,14,1,937
93,0,5,1,704
94,0,9,1,589
95,0,1,1,284
96,0,8,1,332
97,0,1,1,407
98,0,10,1,542
98,0,13,1,122
99,0,7,1,739
100,0,8,1,536
100,0,4,1,172
101,0,11,1,370
101,0,14,1,647
102,0,5,1,770
102,0,9,1,291
103,0,6,1,867
103,0,7,1,724
103,0,5,1,451
104,0,1,1,712
104,0,4,1,671
104,0,2,1,293
105,0,3,1,849
106,0,12,1,943
106,0,5,1,769
107,0,10,1,429
108,0,3,1,544
108,0,12,1,379
108,0,4,1,782
109,0,15,1,619
110,0,14,1,411
110,0,13,1,389
111,0,1,1,558
111,0,13,1,516
111,0,8,1,773
112,0,10,1,857
112,0,13,1,171
113,0,8,1,282
113,0,14,1,683
114,0,14,1,557
114,0,11,1,943
114,0,12,1,871
115,0,2,1,220
115,0,1,1,709
116,0,4,1,656
116,0,1,1,856
117,0,3,1,260
117,0,8,1,444
117,0,7,1,269
118,0,2,1,369
118,0,5,1,586
118,0,13,1,172
119,0,5,1,351
119,0,5,1,170
119,0,15,1,439
120,0,7,1,758
120,0,13,1,836
121,0,4,1,428
121,0,14,1,567
121,0,14,1,198
122,0,3,1,303
122,0,4,1,896
122,0,11,1,161
123,0,9,1,794
123,0,11,1,856
124,0,13,1,946
124,0,8,1,949
124,0,4,1,297
125,0,2,1,276
126,0,13,1,808
126,0,8,1,624
127,0,3,1,840
128,0,12,1,141
128,0,12,1,421
128,0,10,1,158
129,0,13,1,828
129,0,9,1,787
130,0,6,1,247
130,0,3,1,200
130,0,11,1,491
131,0,12,1,352
131,0,6,1,322
131,0,4,1,249
132,0,2,1,956
132,0,2,1,494
132,0,6,1,375
133,0,14,1,357
133,0,1,1,888
133,0,2,1,297
134,0,5,1,280
135,0,10,1,150
135,0,5,1,548
135,0,11,1,175
136,0,6,1,605
136,0,11,1,269
136,0,11,1,709
137,0,2,1,315
138,0,11,1,523
138,0,15,1,409
139,0,5,1,870
140,0,3,1,905
140,0,7,1,953
141,0,4,1,496
141,0,15,1,392
142,0,10,1,489
142,0,14,1,566
143,0,6,1,857
143,0,1,1,849
143,0,12,1,631
144,0,14,1,247
145,0,15,1,227
146,0,1,1,360
146,0,4,1,939
147,0,7,1,771
147,0,13,1,773
148,0,10,1,251
148,0,14,1,736
149,0,12,1,957
150,0,12,1,904
150,0,5,1,385
151,0,2,1,271
152,0,9,1,209
153,0,8,1,157
153,0,11,1,709
154,0,15,1,724
154,0,6,1,713
155,0,13,1,171
156,0,6,1,932
157,0,6,1,546
157,0,14,1,992
157,0,11,1,929
158,0,14,1,928
159,0,3,1,478
159,0,14,1,853
160,0,10,1,258
161,0,6,1,335
161,0,15,1,355
162,0,13,1,836
162,0,11,1,441
163,0,12,1,601
163,0,8,1,247
164,0,8,1,784
164,0,8,1,379
164,0,2,1,854
165,0,3,1,721
165,0,9,1,860
165,0,13,1,806
166,0,10,1,694
167,0,1,1,264
168,0,11,1,554
169,0,13,1,359
170,0,3,1,258
170,0,5,1,937
171,0,1,1,948
171,0,8,1,740
171,0,15,1,293
172,0,14,1,973
172,0,11,1,529
172,0,13,1,203
173,0,12,1,560
174,0,6,1,305
175,0,15,1,233
175,0,15,1,817
176,0,12,1,561
176,0,13,1,920
176,0,4,1,279
177,0,14,1,983
177,0,12,1,316
177,0,15,1,648
178,0,1,1,444
179,0,12,1,502
179,0,11,1,819
179,0,10,1,593
180,0,7,1,496
180,0,2,1,547
180,0,15,1,284
181,0,1,1,963
182,0,1,1,864
182,0,8,1,906
182,0,10,1,258
183,0,2,1,399
184,0,5,1,882
184,0,11,1,220
184,0,12,1,372
185,0,10,1,878
185,0,3,1,465
185,0,10,1,983
186,0,3,1,615
186,0,15,1,601
186,0,8,1,214
187,0,13,1,309
187,0,1,1,743
187,0,4,1,317
188,0,7,1,759
188,0,9,1,463
188,0,3,1,467
189,0,12,1,705
189,0,7,1,875
189,0,14,1,759
190,0,9,1,795
190,0,3,1,347
191,0,1,1,274
191,0,15,1,633
191,0,10,1,356
192,0,7,1,669
192,0,12,1,621
193,0,7,1,539
193,0,5,1,974
194,0,4,1,584
195,0,8,1,957
195,0,8,1,447
195,0,14,1,276
196,0,13,1,795
196,0,11,1,358
196,0,15,1,740
197,0,7,1,441
198,0,1,1,552
199,0,5,1,623
199,0,12,1,700
200,0,11,1,884
201,0,7,1,716
202,0,14,1,545
202,0,10,1,668
202,0,14,1,411
203,0,3,1,314
203,0,4,1,889
203,0,1,1,689
204,0,10,1,298
205,0,11,1,351
206,0,11,1,448
207,0,1,1,445
207,0,2,1,739
207,0,15,1,224
